Country,Event,Event Link,Event Logo,Country Link,Country Logo,Artist,Artist Link,Song,Song Link,Flag
Germany,Stockholm 2000,https://eurovision.tv/event/stockholm-2000,https://static.eurovision.tv/hb-cgi/images/8d917f48-ae77-41b7-960a-c978cfba0611.png,https://eurovision.tv/country/germany,https://static.eurovision.tv/hb-cgi/images/8d9388b6-92cc-4f05-a687-e4ebe31966cb.svg,Stefan Raab,https://eurovision.tv/participant/stefan-raab,Wadde Hadde Dudde Da,https://www.youtube.com/watch?v=lddoHQIZQto,1
Iceland,Stockholm 2000,https://eurovision.tv/event/stockholm-2000,https://static.eurovision.tv/hb-cgi/images/8d917f48-ae77-41b7-960a-c978cfba0611.png,https://eurovision.tv/country/iceland,https://static.eurovision.tv/hb-cgi/images/8d9a46c4-def5-4b18-b4af-375320fbac0e.svg,Einer Augúst Víðisson en Telma Augústdóttir,https://eurovision.tv/participant/einer-august-vidjisson-en-telma-augustdottir,Tell Me!,,1
Ireland,Stockholm 2000,https://eurovision.tv/event/stockholm-2000,https://static.eurovision.tv/hb-cgi/images/8d917f48-ae77-41b7-960a-c978cfba0611.png,https://eurovision.tv/country/ireland,https://static.eurovision.tv/hb-cgi/images/8d93887b-7df6-40dc-bfa5-aa99d70ac957.svg,Eamonn Toal,https://eurovision.tv/participant/eamonn-toal,Millennium Of Love,https://www.youtube.com/watch?v=khcjVWG9UsE,1
Israel,Stockholm 2000,https://eurovision.tv/event/stockholm-2000,https://static.eurovision.tv/hb-cgi/images/8d917f48-ae77-41b7-960a-c978cfba0611.png,https://eurovision.tv/country/israel,https://static.eurovision.tv/hb-cgi/images/8d93886a-4c64-40a7-8e95-ad0732715a38.svg,Ping Pong,https://eurovision.tv/participant/ping-pong,Sa'me'akh,https://www.youtube.com/watch?v=_ToY3-3YA0c,1
Latvia,Stockholm 2000,https://eurovision.tv/event/stockholm-2000,https://static.eurovision.tv/hb-cgi/images/8d917f48-ae77-41b7-960a-c978cfba0611.png,https://eurovision.tv/country/latvia,https://static.eurovision.tv/hb-cgi/images/8d938866-37b5-494b-bf22-b216ab1d8fce.svg,BrainStorm,https://eurovision.tv/participant/brainstorm,My Star,https://www.youtube.com/watch?v=EvaGXMPmSKs,1
Malta,Stockholm 2000,https://eurovision.tv/event/stockholm-2000,https://static.eurovision.tv/hb-cgi/images/8d917f48-ae77-41b7-960a-c978cfba0611.png,https://eurovision.tv/country/malta,https://static.eurovision.tv/hb-cgi/images/8d9387f2-8d60-494e-bd92-0d201e17c376.svg,Claudette Pace,https://eurovision.tv/participant/claudette-pace,Desire,https://www.youtube.com/watch?v=-eUxjkTQ8HM,1
North Macedonia,Stockholm 2000,https://eurovision.tv/event/stockholm-2000,https://static.eurovision.tv/hb-cgi/images/8d917f48-ae77-41b7-960a-c978cfba0611.png,https://eurovision.tv/country/fyr-macedonia,https://static.eurovision.tv/hb-cgi/images/8d938863-a50c-4ded-8acf-3205851eae1f.svg,XXL,https://eurovision.tv/participant/xxl,100\% Te Ljubam,https://www.youtube.com/watch?v=XU6WvIqoiMw,1
Norway,Stockholm 2000,https://eurovision.tv/event/stockholm-2000,https://static.eurovision.tv/hb-cgi/images/8d917f48-ae77-41b7-960a-c978cfba0611.png,https://eurovision.tv/country/norway,https://static.eurovision.tv/hb-cgi/images/8d9387de-68de-403d-b3d0-1bdcf1c361e6.svg,Charmed,https://eurovision.tv/participant/charmed,My Heart Goes Boom,https://www.youtube.com/watch?v=CPX9HAY3Y-s,1
Romania,Stockholm 2000,https://eurovision.tv/event/stockholm-2000,https://static.eurovision.tv/hb-cgi/images/8d917f48-ae77-41b7-960a-c978cfba0611.png,https://eurovision.tv/country/romania,https://static.eurovision.tv/hb-cgi/images/8d9a45ac-baef-4080-a24a-1afa3361e0ec.svg,Taxi,https://eurovision.tv/participant/taxi,The Moon,https://www.youtube.com/watch?v=uwZBeQWBiH0,1
Russia,Stockholm 2000,https://eurovision.tv/event/stockholm-2000,https://static.eurovision.tv/hb-cgi/images/8d917f48-ae77-41b7-960a-c978cfba0611.png,https://eurovision.tv/country/russia,https://static.eurovision.tv/hb-cgi/images/8d9387d3-056c-418a-a660-c192add9a5b9.svg,Alsou,https://eurovision.tv/participant/alsou,Solo,https://www.youtube.com/watch?v=cRLV3EEA_2I,1
Spain,Stockholm 2000,https://eurovision.tv/event/stockholm-2000,https://static.eurovision.tv/hb-cgi/images/8d917f48-ae77-41b7-960a-c978cfba0611.png,https://eurovision.tv/country/spain,https://static.eurovision.tv/hb-cgi/images/8d9388b1-0d59-43b4-9777-ec7b545077f3.svg,Serafín Zubiri,https://eurovision.tv/participant/serafin-zubiri,Colgado De Un Sueño,https://www.youtube.com/watch?v=gMzv0F_ex4U,1
Sweden,Stockholm 2000,https://eurovision.tv/event/stockholm-2000,https://static.eurovision.tv/hb-cgi/images/8d917f48-ae77-41b7-960a-c978cfba0611.png,https://eurovision.tv/country/sweden,https://static.eurovision.tv/hb-cgi/images/8d938783-ccc9-42c9-9f74-89c607bb7dfe.svg,Roger Pontare,https://eurovision.tv/participant/roger-pontare,When Spirits Are Calling My Name,https://www.youtube.com/watch?v=mAiB1rTQK4k,1
Switzerland,Stockholm 2000,https://eurovision.tv/event/stockholm-2000,https://static.eurovision.tv/hb-cgi/images/8d917f48-ae77-41b7-960a-c978cfba0611.png,https://eurovision.tv/country/switzerland,https://static.eurovision.tv/hb-cgi/images/8d9388bd-8cdd-47ae-9c14-eba17dcc8d6f.svg,Jane Bogaert,https://eurovision.tv/participant/jane-bogaert,La Vita Cos'è?,https://www.youtube.com/watch?v=lhX6RYXsHzk,1
The Netherlands,Stockholm 2000,https://eurovision.tv/event/stockholm-2000,https://static.eurovision.tv/hb-cgi/images/8d917f48-ae77-41b7-960a-c978cfba0611.png,https://eurovision.tv/country/the-netherlands,https://static.eurovision.tv/hb-cgi/images/8d9387e9-8829-478f-b985-db9da30f4277.svg,Linda Wagenmakers,https://eurovision.tv/participant/linda-wagenmakers,No Goodbyes,https://www.youtube.com/watch?v=uuDf5GBnGpA,1
Turkey,Stockholm 2000,https://eurovision.tv/event/stockholm-2000,https://static.eurovision.tv/hb-cgi/images/8d917f48-ae77-41b7-960a-c978cfba0611.png,https://eurovision.tv/country/turkey,https://static.eurovision.tv/hb-cgi/images/8d938782-89b1-436d-b9ae-675e8705d167.svg,Pinar Ayhan & S.O.S. band,https://eurovision.tv/participant/pinar-ayhan-s-o-s-band,Yorgunum Anla,https://www.youtube.com/watch?v=I4fiRE5frCY,1
United Kingdom,Stockholm 2000,https://eurovision.tv/event/stockholm-2000,https://static.eurovision.tv/hb-cgi/images/8d917f48-ae77-41b7-960a-c978cfba0611.png,https://eurovision.tv/country/united-kingdom,https://static.eurovision.tv/hb-cgi/images/8d938882-af21-4fa6-b0d6-35a5fa6a0939.svg,Nicki French,https://eurovision.tv/participant/nicki-french,Don't Play That Song Again,https://www.youtube.com/watch?v=PaeL73NgMUo,1
Austria,Jerusalem 1999,https://eurovision.tv/event/jerusalem-1999,https://static.eurovision.tv/hb-cgi/images/8d917f48-9aff-425c-aa20-5046cbc8e8cf.png,https://eurovision.tv/country/austria,https://static.eurovision.tv/hb-cgi/images/8d93895c-40a0-4991-b0c2-ece12225bf32.svg,Bobbie Singer,https://eurovision.tv/participant/bobbie-singer,Reflection,https://www.youtube.com/watch?v=rxQCmFsGCRs,1
Belgium,Jerusalem 1999,https://eurovision.tv/event/jerusalem-1999,https://static.eurovision.tv/hb-cgi/images/8d917f48-9aff-425c-aa20-5046cbc8e8cf.png,https://eurovision.tv/country/belgium,https://static.eurovision.tv/hb-cgi/images/8d93893e-237b-427a-b982-a0c7d1c41fde.svg,Vanessa Chinitor,https://eurovision.tv/participant/vanessa-chinitor,Like The Wind,https://www.youtube.com/watch?v=B7fBV2b4eJ0,1
Bosnia & Herzegovina,Jerusalem 1999,https://eurovision.tv/event/jerusalem-1999,https://static.eurovision.tv/hb-cgi/images/8d917f48-9aff-425c-aa20-5046cbc8e8cf.png,https://eurovision.tv/country/bosnia-herzegovina,https://static.eurovision.tv/hb-cgi/images/915c46b4-e671-4ecf-ac95-0b989830e10f.svg,Dino and Beatrice,https://eurovision.tv/participant/dino-and-beatrice,Putnici,https://www.youtube.com/watch?v=QQ1WdNNBOHA,1
Croatia,Jerusalem 1999,https://eurovision.tv/event/jerusalem-1999,https://static.eurovision.tv/hb-cgi/images/8d917f48-9aff-425c-aa20-5046cbc8e8cf.png,https://eurovision.tv/country/croatia,https://static.eurovision.tv/hb-cgi/images/8d93887c-4206-405c-bcf9-2f15ab74d1ac.svg,Doris Dragovic,https://eurovision.tv/participant/doris-dragovic-1,Marija Magdalena,https://www.youtube.com/watch?v=zMBwD8xtMRc,1
Cyprus,Jerusalem 1999,https://eurovision.tv/event/jerusalem-1999,https://static.eurovision.tv/hb-cgi/images/8d917f48-9aff-425c-aa20-5046cbc8e8cf.png,https://eurovision.tv/country/cyprus,https://static.eurovision.tv/hb-cgi/images/8d9388bc-39b2-4c25-ac07-51f9e63967c0.svg,Marlain Angelidou,https://eurovision.tv/participant/marlain-angelidou,Tha'nai Erotas,https://www.youtube.com/watch?v=sdikjoqTLr8,1
Denmark,Jerusalem 1999,https://eurovision.tv/event/jerusalem-1999,https://static.eurovision.tv/hb-cgi/images/8d917f48-9aff-425c-aa20-5046cbc8e8cf.png,https://eurovision.tv/country/denmark,https://static.eurovision.tv/hb-cgi/images/8d9388b2-4037-42a1-80d4-9d707d193b52.svg,Trine Jepsen & Michael Teschl,https://eurovision.tv/participant/trine-jepsen-michael-teschl,This Time (i Mean It),https://www.youtube.com/watch?v=y3ZONZeWlgU,1
Estonia,Jerusalem 1999,https://eurovision.tv/event/jerusalem-1999,https://static.eurovision.tv/hb-cgi/images/8d917f48-9aff-425c-aa20-5046cbc8e8cf.png,https://eurovision.tv/country/estonia,https://static.eurovision.tv/hb-cgi/images/8d9388b0-cfa5-47fe-8d1c-ec1a9d773af2.svg,Evelin Samuel and Camille,https://eurovision.tv/participant/evelin-samuel-and-camille,Diamond Of Night,https://www.youtube.com/watch?v=GY4Vh-ROPu8,1
France,Jerusalem 1999,https://eurovision.tv/event/jerusalem-1999,https://static.eurovision.tv/hb-cgi/images/8d917f48-9aff-425c-aa20-5046cbc8e8cf.png,https://eurovision.tv/country/france,https://static.eurovision.tv/hb-cgi/images/8d938882-e456-4901-a2d2-de3b6ccc7cdb.svg,Nayah,https://eurovision.tv/participant/nayah,Je Veux Donner Ma Voix,https://www.youtube.com/watch?v=q4t_YFMQF3U,1
Germany,Jerusalem 1999,https://eurovision.tv/event/jerusalem-1999,https://static.eurovision.tv/hb-cgi/images/8d917f48-9aff-425c-aa20-5046cbc8e8cf.png,https://eurovision.tv/country/germany,https://static.eurovision.tv/hb-cgi/images/8d9388b6-92cc-4f05-a687-e4ebe31966cb.svg,Sürpriz,https://eurovision.tv/participant/suerpriz,Reise Nach Jerusalem - Kudüs'e Seyahat,https://www.youtube.com/watch?v=9c1aVpRDYUU,1
Iceland,Jerusalem 1999,https://eurovision.tv/event/jerusalem-1999,https://static.eurovision.tv/hb-cgi/images/8d917f48-9aff-425c-aa20-5046cbc8e8cf.png,https://eurovision.tv/country/iceland,https://static.eurovision.tv/hb-cgi/images/8d9a46c4-def5-4b18-b4af-375320fbac0e.svg,Selma Björnsdóttir,https://eurovision.tv/participant/selma-bjoernsdottir,All Out Of Luck,https://www.youtube.com/watch?v=0c_2T-DZUe0,1
Ireland,Jerusalem 1999,https://eurovision.tv/event/jerusalem-1999,https://static.eurovision.tv/hb-cgi/images/8d917f48-9aff-425c-aa20-5046cbc8e8cf.png,https://eurovision.tv/country/ireland,https://static.eurovision.tv/hb-cgi/images/8d93887b-7df6-40dc-bfa5-aa99d70ac957.svg,The Mullan's,https://eurovision.tv/participant/the-mullan-s,When You Need Me,https://www.youtube.com/watch?v=2RWGVuvCCIs,1
Israel,Jerusalem 1999,https://eurovision.tv/event/jerusalem-1999,https://static.eurovision.tv/hb-cgi/images/8d917f48-9aff-425c-aa20-5046cbc8e8cf.png,https://eurovision.tv/country/israel,https://static.eurovision.tv/hb-cgi/images/8d93886a-4c64-40a7-8e95-ad0732715a38.svg,Eden,https://eurovision.tv/participant/eden,Yom Huledeth,https://www.youtube.com/watch?v=-Sx-8yyXFkI,1
Lithuania,Jerusalem 1999,https://eurovision.tv/event/jerusalem-1999,https://static.eurovision.tv/hb-cgi/images/8d917f48-9aff-425c-aa20-5046cbc8e8cf.png,https://eurovision.tv/country/lithuania,https://static.eurovision.tv/hb-cgi/images/8d938867-7e59-4252-979c-a9f152caa024.svg,Aiste Smilgeviciute,https://eurovision.tv/participant/aiste-smilgeviciute,Strazdas,https://www.youtube.com/watch?v=8DGuYZfj4qk,1
Malta,Jerusalem 1999,https://eurovision.tv/event/jerusalem-1999,https://static.eurovision.tv/hb-cgi/images/8d917f48-9aff-425c-aa20-5046cbc8e8cf.png,https://eurovision.tv/country/malta,https://static.eurovision.tv/hb-cgi/images/8d9387f2-8d60-494e-bd92-0d201e17c376.svg,Times 3,https://eurovision.tv/participant/times-3,Believe 'n Peace,https://www.youtube.com/watch?v=zqtVUWYYacE,1
Norway,Jerusalem 1999,https://eurovision.tv/event/jerusalem-1999,https://static.eurovision.tv/hb-cgi/images/8d917f48-9aff-425c-aa20-5046cbc8e8cf.png,https://eurovision.tv/country/norway,https://static.eurovision.tv/hb-cgi/images/8d9387de-68de-403d-b3d0-1bdcf1c361e6.svg,Stig André Van Eijk,https://eurovision.tv/participant/stig-andre-van-eijk,Living My Life Without You,https://www.youtube.com/watch?v=UxffwUHTYhM,1
Poland,Jerusalem 1999,https://eurovision.tv/event/jerusalem-1999,https://static.eurovision.tv/hb-cgi/images/8d917f48-9aff-425c-aa20-5046cbc8e8cf.png,https://eurovision.tv/country/poland,https://static.eurovision.tv/hb-cgi/images/8d9387d4-cc6f-437f-a646-cb3bde395dc2.svg,Mietek (Mieczyslaw) Szczesniak,https://eurovision.tv/participant/mietek-mieczyslaw-szczesniak,Przytul Mnie Mocno,https://www.youtube.com/watch?v=MPnMxaD4i50,1
Portugal,Jerusalem 1999,https://eurovision.tv/event/jerusalem-1999,https://static.eurovision.tv/hb-cgi/images/8d917f48-9aff-425c-aa20-5046cbc8e8cf.png,https://eurovision.tv/country/portugal,https://static.eurovision.tv/hb-cgi/images/8d9387d4-255c-4052-b159-b62ef4ea2394.svg,Rui Bandeira,https://eurovision.tv/participant/rui-bandeira,Como Tudo Começou,https://www.youtube.com/watch?v=a2DWFtylygA,1
Slovenia,Jerusalem 1999,https://eurovision.tv/event/jerusalem-1999,https://static.eurovision.tv/hb-cgi/images/8d917f48-9aff-425c-aa20-5046cbc8e8cf.png,https://eurovision.tv/country/slovenia,https://static.eurovision.tv/hb-cgi/images/8d938784-099c-474a-99fb-51ec49400899.svg,Darja Svajger,https://eurovision.tv/participant/darja-svajger-1,For A Thousand Years,https://www.youtube.com/watch?v=kAvBKRB28Ho,1
Spain,Jerusalem 1999,https://eurovision.tv/event/jerusalem-1999,https://static.eurovision.tv/hb-cgi/images/8d917f48-9aff-425c-aa20-5046cbc8e8cf.png,https://eurovision.tv/country/spain,https://static.eurovision.tv/hb-cgi/images/8d9388b1-0d59-43b4-9777-ec7b545077f3.svg,Lydia,https://eurovision.tv/participant/lydia,No Quiero Escuchar,https://www.youtube.com/watch?v=bNwZVWBByIA,1
Sweden,Jerusalem 1999,https://eurovision.tv/event/jerusalem-1999,https://static.eurovision.tv/hb-cgi/images/8d917f48-9aff-425c-aa20-5046cbc8e8cf.png,https://eurovision.tv/country/sweden,https://static.eurovision.tv/hb-cgi/images/8d938783-ccc9-42c9-9f74-89c607bb7dfe.svg,Charlotte Nilsson,https://eurovision.tv/participant/charlotte-nilsson,Take Me To Your Heaven,https://www.youtube.com/watch?v=vqJxyge1Q2I,1
The Netherlands,Jerusalem 1999,https://eurovision.tv/event/jerusalem-1999,https://static.eurovision.tv/hb-cgi/images/8d917f48-9aff-425c-aa20-5046cbc8e8cf.png,https://eurovision.tv/country/the-netherlands,https://static.eurovision.tv/hb-cgi/images/8d9387e9-8829-478f-b985-db9da30f4277.svg,Marlayne,https://eurovision.tv/participant/marlayne,One Good Reason,https://www.youtube.com/watch?v=UiAtSXntuiw,1
Turkey,Jerusalem 1999,https://eurovision.tv/event/jerusalem-1999,https://static.eurovision.tv/hb-cgi/images/8d917f48-9aff-425c-aa20-5046cbc8e8cf.png,https://eurovision.tv/country/turkey,https://static.eurovision.tv/hb-cgi/images/8d938782-89b1-436d-b9ae-675e8705d167.svg,Tuba Önal & Grup Mystik,https://eurovision.tv/participant/tuba-oenal-grup-mystik,Dön Artik,https://www.youtube.com/watch?v=nRHK_7oP5Sw,1
United Kingdom,Jerusalem 1999,https://eurovision.tv/event/jerusalem-1999,https://static.eurovision.tv/hb-cgi/images/8d917f48-9aff-425c-aa20-5046cbc8e8cf.png,https://eurovision.tv/country/united-kingdom,https://static.eurovision.tv/hb-cgi/images/8d938882-af21-4fa6-b0d6-35a5fa6a0939.svg,Precious,https://eurovision.tv/participant/precious,Say It Again,https://www.youtube.com/watch?v=1ufT_Xg1qU4,1
Belgium,Birmingham 1998,https://eurovision.tv/event/birmingham-1998,https://static.eurovision.tv/hb-cgi/images/8d917f48-855f-4664-8e1b-660c6fe235ab.png,https://eurovision.tv/country/belgium,https://static.eurovision.tv/hb-cgi/images/8d93893e-237b-427a-b982-a0c7d1c41fde.svg,Mélanie Cohl,https://eurovision.tv/participant/melanie-cohl,Dis Oui,https://www.youtube.com/watch?v=xhsvfU9SZpY,1
Croatia,Birmingham 1998,https://eurovision.tv/event/birmingham-1998,https://static.eurovision.tv/hb-cgi/images/8d917f48-855f-4664-8e1b-660c6fe235ab.png,https://eurovision.tv/country/croatia,https://static.eurovision.tv/hb-cgi/images/8d93887c-4206-405c-bcf9-2f15ab74d1ac.svg,Danijela,https://eurovision.tv/participant/danijela,Neka Mi Ne Svane,https://www.youtube.com/watch?v=7sOb7hc20Co,1
Cyprus,Birmingham 1998,https://eurovision.tv/event/birmingham-1998,https://static.eurovision.tv/hb-cgi/images/8d917f48-855f-4664-8e1b-660c6fe235ab.png,https://eurovision.tv/country/cyprus,https://static.eurovision.tv/hb-cgi/images/8d9388bc-39b2-4c25-ac07-51f9e63967c0.svg,Michael Hajiyanni,https://eurovision.tv/participant/michael-hajiyanni,Genesis,https://www.youtube.com/watch?v=r-bV_c7p4u0,1
Estonia,Birmingham 1998,https://eurovision.tv/event/birmingham-1998,https://static.eurovision.tv/hb-cgi/images/8d917f48-855f-4664-8e1b-660c6fe235ab.png,https://eurovision.tv/country/estonia,https://static.eurovision.tv/hb-cgi/images/8d9388b0-cfa5-47fe-8d1c-ec1a9d773af2.svg,Koit Toome,https://eurovision.tv/participant/koit-toome,Mere Lapsed,https://www.youtube.com/watch?v=vTD_U2tbtS4,1
Finland,Birmingham 1998,https://eurovision.tv/event/birmingham-1998,https://static.eurovision.tv/hb-cgi/images/8d917f48-855f-4664-8e1b-660c6fe235ab.png,https://eurovision.tv/country/finland,https://static.eurovision.tv/hb-cgi/images/8d938883-a75b-4720-8911-8e3796f2a7d1.svg,Edea,https://eurovision.tv/participant/edea,Aava,https://www.youtube.com/watch?v=28eckFVoHOE,1
France,Birmingham 1998,https://eurovision.tv/event/birmingham-1998,https://static.eurovision.tv/hb-cgi/images/8d917f48-855f-4664-8e1b-660c6fe235ab.png,https://eurovision.tv/country/france,https://static.eurovision.tv/hb-cgi/images/8d938882-e456-4901-a2d2-de3b6ccc7cdb.svg,Marie-Line,https://eurovision.tv/participant/marie-line,Où Aller,https://www.youtube.com/watch?v=KWpiYVmk0R4,1
Germany,Birmingham 1998,https://eurovision.tv/event/birmingham-1998,https://static.eurovision.tv/hb-cgi/images/8d917f48-855f-4664-8e1b-660c6fe235ab.png,https://eurovision.tv/country/germany,https://static.eurovision.tv/hb-cgi/images/8d9388b6-92cc-4f05-a687-e4ebe31966cb.svg,Guildo Horn,https://eurovision.tv/participant/guildo-horn,Guildo Hat Euch Lieb,https://www.youtube.com/watch?v=HPZX7EZIFD0,1
Greece,Birmingham 1998,https://eurovision.tv/event/birmingham-1998,https://static.eurovision.tv/hb-cgi/images/8d917f48-855f-4664-8e1b-660c6fe235ab.png,https://eurovision.tv/country/greece,https://static.eurovision.tv/hb-cgi/images/8d93887d-4341-4b77-9c5c-7ad22f3262b3.svg,Dionysia and Thalassa group,https://eurovision.tv/participant/dionysia-and-thalassa-group,Mia Krifi Evaisthissia,,1
Hungary,Birmingham 1998,https://eurovision.tv/event/birmingham-1998,https://static.eurovision.tv/hb-cgi/images/8d917f48-855f-4664-8e1b-660c6fe235ab.png,https://eurovision.tv/country/hungary,https://static.eurovision.tv/hb-cgi/images/8d93887b-f81b-4766-92d1-0324884a9d2a.svg,Charlie,https://eurovision.tv/participant/charlie,A Holnap Már Ném Lesz Szomorú,https://www.youtube.com/watch?v=1fgdjQmPwrY,1
Ireland,Birmingham 1998,https://eurovision.tv/event/birmingham-1998,https://static.eurovision.tv/hb-cgi/images/8d917f48-855f-4664-8e1b-660c6fe235ab.png,https://eurovision.tv/country/ireland,https://static.eurovision.tv/hb-cgi/images/8d93887b-7df6-40dc-bfa5-aa99d70ac957.svg,Dawn,https://eurovision.tv/participant/dawn,Is Always Over Now?,https://www.youtube.com/watch?v=bGucxzkmI-U,1
Israel,Birmingham 1998,https://eurovision.tv/event/birmingham-1998,https://static.eurovision.tv/hb-cgi/images/8d917f48-855f-4664-8e1b-660c6fe235ab.png,https://eurovision.tv/country/israel,https://static.eurovision.tv/hb-cgi/images/8d93886a-4c64-40a7-8e95-ad0732715a38.svg,Dana International,https://eurovision.tv/participant/dana-international,Diva,https://www.youtube.com/watch?v=Fv83u7-mNWQ,1
Malta,Birmingham 1998,https://eurovision.tv/event/birmingham-1998,https://static.eurovision.tv/hb-cgi/images/8d917f48-855f-4664-8e1b-660c6fe235ab.png,https://eurovision.tv/country/malta,https://static.eurovision.tv/hb-cgi/images/8d9387f2-8d60-494e-bd92-0d201e17c376.svg,Chiara,https://eurovision.tv/participant/chiara-1,The One That I Love,https://www.youtube.com/watch?v=OG2_vlu0-8Y,1
North Macedonia,Birmingham 1998,https://eurovision.tv/event/birmingham-1998,https://static.eurovision.tv/hb-cgi/images/8d917f48-855f-4664-8e1b-660c6fe235ab.png,https://eurovision.tv/country/fyr-macedonia,https://static.eurovision.tv/hb-cgi/images/8d938863-a50c-4ded-8acf-3205851eae1f.svg,Vlado Janevski,https://eurovision.tv/participant/vlado-janevski,"Ne Zori, Zoro",https://www.youtube.com/watch?v=Ds8L9PymbJo,1
Norway,Birmingham 1998,https://eurovision.tv/event/birmingham-1998,https://static.eurovision.tv/hb-cgi/images/8d917f48-855f-4664-8e1b-660c6fe235ab.png,https://eurovision.tv/country/norway,https://static.eurovision.tv/hb-cgi/images/8d9387de-68de-403d-b3d0-1bdcf1c361e6.svg,Lars A. Fredriksen,https://eurovision.tv/participant/lars-a-fredriksen,Alltid Sommer,https://www.youtube.com/watch?v=Me2mtGwyrWQ,1
Poland,Birmingham 1998,https://eurovision.tv/event/birmingham-1998,https://static.eurovision.tv/hb-cgi/images/8d917f48-855f-4664-8e1b-660c6fe235ab.png,https://eurovision.tv/country/poland,https://static.eurovision.tv/hb-cgi/images/8d9387d4-cc6f-437f-a646-cb3bde395dc2.svg,Sixteen,https://eurovision.tv/participant/sixteen,To Takie Proste,https://www.youtube.com/watch?v=z1H5W1wAzg0,1
Portugal,Birmingham 1998,https://eurovision.tv/event/birmingham-1998,https://static.eurovision.tv/hb-cgi/images/8d917f48-855f-4664-8e1b-660c6fe235ab.png,https://eurovision.tv/country/portugal,https://static.eurovision.tv/hb-cgi/images/8d9387d4-255c-4052-b159-b62ef4ea2394.svg,Alma Lusa,https://eurovision.tv/participant/alma-lusa,Se Eu Te Pudesse Abraçar,https://www.youtube.com/watch?v=6nvqZJbD29k,1
Romania,Birmingham 1998,https://eurovision.tv/event/birmingham-1998,https://static.eurovision.tv/hb-cgi/images/8d917f48-855f-4664-8e1b-660c6fe235ab.png,https://eurovision.tv/country/romania,https://static.eurovision.tv/hb-cgi/images/8d9a45ac-baef-4080-a24a-1afa3361e0ec.svg,Malina Olinescu,https://eurovision.tv/participant/malina-olinescu,Eu Cred,https://www.youtube.com/watch?v=ZRoSwaTFF5I,1
Slovakia,Birmingham 1998,https://eurovision.tv/event/birmingham-1998,https://static.eurovision.tv/hb-cgi/images/8d917f48-855f-4664-8e1b-660c6fe235ab.png,https://eurovision.tv/country/slovakia,https://static.eurovision.tv/hb-cgi/images/8d9387cf-e1f3-4a73-bc96-bc9a59cb60a4.svg,Katarína Hasprová,https://eurovision.tv/participant/katarina-hasprova,Modlitba,https://www.youtube.com/watch?v=oBE5Hd8Eksk,1
Slovenia,Birmingham 1998,https://eurovision.tv/event/birmingham-1998,https://static.eurovision.tv/hb-cgi/images/8d917f48-855f-4664-8e1b-660c6fe235ab.png,https://eurovision.tv/country/slovenia,https://static.eurovision.tv/hb-cgi/images/8d938784-099c-474a-99fb-51ec49400899.svg,Vili Resnik,https://eurovision.tv/participant/vili-resnik,Naj Bogovi Sliijo,,1
Spain,Birmingham 1998,https://eurovision.tv/event/birmingham-1998,https://static.eurovision.tv/hb-cgi/images/8d917f48-855f-4664-8e1b-660c6fe235ab.png,https://eurovision.tv/country/spain,https://static.eurovision.tv/hb-cgi/images/8d9388b1-0d59-43b4-9777-ec7b545077f3.svg,Mikel Herzog,https://eurovision.tv/participant/mikel-herzog,¿Qué Voy A Hacer Sin Ti?,https://www.youtube.com/watch?v=3gwv1idqVd0,1
Sweden,Birmingham 1998,https://eurovision.tv/event/birmingham-1998,https://static.eurovision.tv/hb-cgi/images/8d917f48-855f-4664-8e1b-660c6fe235ab.png,https://eurovision.tv/country/sweden,https://static.eurovision.tv/hb-cgi/images/8d938783-ccc9-42c9-9f74-89c607bb7dfe.svg,Jill Johnson,https://eurovision.tv/participant/jill-johnson,Kärleken är,https://www.youtube.com/watch?v=0IStxm01VC8,1
Switzerland,Birmingham 1998,https://eurovision.tv/event/birmingham-1998,https://static.eurovision.tv/hb-cgi/images/8d917f48-855f-4664-8e1b-660c6fe235ab.png,https://eurovision.tv/country/switzerland,https://static.eurovision.tv/hb-cgi/images/8d9388bd-8cdd-47ae-9c14-eba17dcc8d6f.svg,Gunvor,https://eurovision.tv/participant/gunvor,Lass Ihn,https://www.youtube.com/watch?v=07DuJq6weas,1
The Netherlands,Birmingham 1998,https://eurovision.tv/event/birmingham-1998,https://static.eurovision.tv/hb-cgi/images/8d917f48-855f-4664-8e1b-660c6fe235ab.png,https://eurovision.tv/country/the-netherlands,https://static.eurovision.tv/hb-cgi/images/8d9387e9-8829-478f-b985-db9da30f4277.svg,Edsilia Rombley,https://eurovision.tv/participant/edsilia-rombley,Hemel En Aarde,https://www.youtube.com/watch?v=tGLSWehanAE,1
Turkey,Birmingham 1998,https://eurovision.tv/event/birmingham-1998,https://static.eurovision.tv/hb-cgi/images/8d917f48-855f-4664-8e1b-660c6fe235ab.png,https://eurovision.tv/country/turkey,https://static.eurovision.tv/hb-cgi/images/8d938782-89b1-436d-b9ae-675e8705d167.svg,Tüzmen,https://eurovision.tv/participant/tuezmen,Unutamazsin,https://www.youtube.com/watch?v=zOa-AtCdSzw,1
